,Average Diagonal one,Average Diagonal two,Sum of Diagonal one,Sum of Diagonal Two,Average First Thirty Columns,Average Last thirty columns,Average First thirty Rows,Average Last thirty rows
0,184.96,149.98,18496.0,14998.0,216.45166666666665,216.11533333333333,225.68166666666667,191.92166666666665
